link_id,src_customer_id,dst_customer_id,link_type,link_distance,detected_at
622,2181,2036,shared_phone,5,2025-05-15
623,269,2498,shared_email_domain,20,2026-06-08
624,2498,269,shared_email_domain,20,2026-06-08
625,2039,2423,shared_phone,5,2026-01-11
626,2423,2039,shared_phone,5,2026-01-11
627,186,536,shared_email_domain,20,2025-03-30
628,536,186,shared_email_domain,20,2025-03-30
629,549,2387,shared_address,8,2026-01-07
630,2387,549,shared_address,8,2026-01-07
631,2448,2862,shared_address,8,2025-08-08
632,2862,2448,shared_address,8,2025-08-08
633,32,1007,shared_phone,5,2025-05-19
634,1007,32,shared_phone,5,2025-05-19
635,1656,2122,shared_phone,5,2025-12-02
636,2122,1656,shared_phone,5,2025-12-02
637,1409,1668,shared_address,8,2026-03-11
638,1668,1409,shared_address,8,2026-03-11
639,1608,2955,shared_email_domain,20,2025-08-20
640,2955,1608,shared_email_domain,20,2025-08-20
641,122,365,shared_address,8,2026-03-06
642,365,122,shared_address,8,2026-03-06
643,365,1336,shared_address,8,2025-06-19
644,1336,365,shared_address,8,2025-06-19
645,336,1100,shared_address,8,2025-04-10
646,1100,336,shared_address,8,2025-04-10
647,592,1244,shared_address,8,2026-02-12
648,1244,592,shared_address,8,2026-02-12
649,947,2578,shared_address,8,2025-04-16
650,2578,947,shared_address,8,2025-04-16
651,1269,2080,shared_phone,5,2026-01-07
652,2080,1269,shared_phone,5,2026-01-07
653,974,2054,shared_phone,5,2026-05-24
654,2054,974,shared_phone,5,2026-05-24
655,1835,2198,shared_phone,5,2025-04-16
656,2198,1835,shared_phone,5,2025-04-16
657,183,874,shared_address,8,2026-01-13
658,874,183,shared_address,8,2026-01-13
659,2070,2689,shared_phone,5,2025-08-12
660,2689,2070,shared_phone,5,2025-08-12
661,1157,2811,shared_email_domain,20,2026-03-13
662,2811,1157,shared_email_domain,20,2026-03-13
663,1211,2964,shared_phone,5,2025-12-06
664,2964,1211,shared_phone,5,2025-12-06
665,555,1131,shared_email_domain,20,2026-05-05
666,1131,555,shared_email_domain,20,2026-05-05
667,1732,1842,shared_address,8,2026-04-11
668,1842,1732,shared_address,8,2026-04-11
669,792,2432,shared_address,8,2026-04-17
670,2432,792,shared_address,8,2026-04-17
671,217,1039,shared_phone,5,2026-01-14
672,1039,217,shared_phone,5,2026-01-14
673,95,2678,shared_address,8,2026-02-22
674,2678,95,shared_address,8,2026-02-22
675,1489,2928,shared_address,8,2026-03-27
676,2928,1489,shared_address,8,2026-03-27
677,307,2039,shared_address,8,2025-11-22
678,2039,307,shared_address,8,2025-11-22
679,829,2678,shared_email_domain,20,2025-11-26
680,2678,829,shared_email_domain,20,2025-11-26
681,1081,2799,shared_email_domain,20,2025-03-25
682,2799,1081,shared_email_domain,20,2025-03-25
683,733,2046,shared_email_domain,20,2025-11-14
684,2046,733,shared_email_domain,20,2025-11-14
685,2217,2409,shared_email_domain,20,2025-06-01
686,2409,2217,shared_email_domain,20,2025-06-01
687,240,447,shared_phone,5,2025-12-07
688,447,240,shared_phone,5,2025-12-07
689,706,1411,shared_email_domain,20,2025-03-02
690,1411,706,shared_email_domain,20,2025-03-02
691,553,2627,shared_address,8,2025-03-16
692,2627,553,shared_address,8,2025-03-16
693,699,1938,shared_address,8,2025-05-30
694,1938,699,shared_address,8,2025-05-30
695,1149,1584,shared_email_domain,20,2026-04-14
696,1584,1149,shared_email_domain,20,2026-04-14
697,2379,2862,shared_address,8,2026-06-12
698,2862,2379,shared_address,8,2026-06-12
699,2198,2244,shared_phone,5,2026-03-19
700,2244,2198,shared_phone,5,2026-03-19
701,1648,2575,shared_address,8,2026-04-08
702,2575,1648,shared_address,8,2026-04-08
703,1269,2297,shared_email_domain,20,2025-09-26
704,2297,1269,shared_email_domain,20,2025-09-26
705,525,2342,shared_phone,5,2026-03-30
706,2342,525,shared_phone,5,2026-03-30
707,488,2489,shared_phone,5,2025-10-26
708,2489,488,shared_phone,5,2025-10-26
709,1977,2516,shared_email_domain,20,2026-04-10
710,2516,1977,shared_email_domain,20,2026-04-10
711,449,762,shared_address,8,2025-08-13
712,762,449,shared_address,8,2025-08-13
713,1327,2543,shared_phone,5,2025-08-22
714,2543,1327,shared_phone,5,2025-08-22
715,274,1857,shared_phone,5,2025-06-13
716,1857,274,shared_phone,5,2025-06-13
717,835,1125,shared_phone,5,2025-04-25
718,1125,835,shared_phone,5,2025-04-25
719,1299,2982,shared_phone,5,2026-04-09
720,2982,1299,shared_phone,5,2026-04-09
721,613,2074,shared_email_domain,20,2025-04-25
722,2074,613,shared_email_domain,20,2025-04-25
723,393,1687,shared_email_domain,20,2026-04-16
724,1687,393,shared_email_domain,20,2026-04-16
725,84,1687,shared_address,8,2025-06-27
726,1687,84,shared_address,8,2025-06-27
727,153,1107,shared_email_domain,20,2026-05-07
728,1107,153,shared_email_domain,20,2026-05-07
729,1864,2656,shared_email_domain,20,2025-08-05
730,2656,1864,shared_email_domain,20,2025-08-05
731,893,2104,shared_phone,5,2025-03-29
732,2104,893,shared_phone,5,2025-03-29
733,591,1257,shared_phone,5,2025-05-16
734,1257,591,shared_phone,5,2025-05-16
735,262,2603,shared_address,8,2025-07-02
736,2603,262,shared_address,8,2025-07-02
737,1197,2358,shared_phone,5,2025-09-10
738,2358,1197,shared_phone,5,2025-09-10
739,815,1453,shared_phone,5,2026-03-01
740,1453,815,shared_phone,5,2026-03-01
741,775,1461,shared_email_domain,20,2025-07-31
742,1461,775,shared_email_domain,20,2025-07-31
743,2653,2895,shared_phone,5,2025-03-01
744,2895,2653,shared_phone,5,2025-03-01
745,1430,1765,shared_phone,5,2025-03-11
746,1765,1430,shared_phone,5,2025-03-11
747,193,2296,shared_phone,5,2025-04-01
748,2296,193,shared_phone,5,2025-04-01
749,1064,2707,shared_email_domain,20,2026-05-23
750,2707,1064,shared_email_domain,20,2026-05-23
751,1099,2073,shared_phone,5,2026-03-25
752,2073,1099,shared_phone,5,2026-03-25
753,2551,2580,shared_email_domain,20,2025-06-29
754,2580,2551,shared_email_domain,20,2025-06-29
755,939,2028,shared_address,8,2026-06-17
756,2028,939,shared_address,8,2026-06-17
757,1638,2644,shared_address,8,2025-05-13
758,2644,1638,shared_address,8,2025-05-13
759,890,1375,shared_address,8,2025-06-05
760,1375,890,shared_address,8,2025-06-05
761,173,2913,shared_address,8,2025-03-03
762,2913,173,shared_address,8,2025-03-03
763,1102,1591,shared_address,8,2026-04-13
764,1591,1102,shared_address,8,2026-04-13
765,2467,2766,shared_address,8,2025-08-15
766,2766,2467,shared_address,8,2025-08-15
767,259,262,shared_address,8,2026-03-12
768,262,259,shared_address,8,2026-03-12
769,1078,2577,shared_address,8,2026-03-15
770,2577,1078,shared_address,8,2026-03-15
771,1651,2113,shared_phone,5,2025-09-15
772,2113,1651,shared_phone,5,2025-09-15
773,1657,2380,shared_address,8,2025-12-25
774,2380,1657,shared_address,8,2025-12-25
775,449,1661,shared_phone,5,2025-10-05
776,1661,449,shared_phone,5,2025-10-05
777,1673,2283,shared_email_domain,20,2025-06-11
778,2283,1673,shared_email_domain,20,2025-06-11
779,122,1935,shared_address,8,2025-03-13
780,1935,122,shared_address,8,2025-03-13
781,405,1154,shared_email_domain,20,2025-10-23
782,1154,405,shared_email_domain,20,2025-10-23
783,2335,2776,shared_address,8,2026-05-09
784,2776,2335,shared_address,8,2026-05-09
785,2524,2800,shared_phone,5,2025-08-06
786,2800,2524,shared_phone,5,2025-08-06
787,306,2096,shared_address,8,2026-01-01
788,2096,306,shared_address,8,2026-01-01
789,1332,2277,shared_email_domain,20,2025-10-29
790,2277,1332,shared_email_domain,20,2025-10-29
791,182,2967,shared_address,8,2025-03-17
792,2967,182,shared_address,8,2025-03-17
793,292,1899,shared_email_domain,20,2025-07-08
794,1899,292,shared_email_domain,20,2025-07-08
795,418,984,shared_phone,5,2026-06-10
796,984,418,shared_phone,5,2026-06-10
797,270,2910,shared_email_domain,20,2026-01-31
798,2910,270,shared_email_domain,20,2026-01-31
799,2057,2859,shared_address,8,2025-04-23
800,2859,2057,shared_address,8,2025-04-23
801,1558,1745,shared_email_domain,20,2025-05-04
802,1745,1558,shared_email_domain,20,2025-05-04
803,1965,2239,shared_address,8,2025-08-04
804,2239,1965,shared_address,8,2025-08-04
805,1440,2133,shared_phone,5,2026-02-28
806,2133,1440,shared_phone,5,2026-02-28
807,1351,1414,shared_email_domain,20,2025-09-11
808,1414,1351,shared_email_domain,20,2025-09-11
809,1801,2069,shared_address,8,2026-03-10
810,2069,1801,shared_address,8,2026-03-10
811,249,2720,shared_email_domain,20,2025-09-05
812,2720,249,shared_email_domain,20,2025-09-05
813,243,2908,shared_phone,5,2025-08-29
814,2908,243,shared_phone,5,2025-08-29
815,419,2481,shared_address,8,2026-05-19
816,2481,419,shared_address,8,2026-05-19
817,199,1460,shared_email_domain,20,2026-04-28
818,1460,199,shared_email_domain,20,2026-04-28
819,473,2353,shared_address,8,2025-12-07
820,2353,473,shared_address,8,2025-12-07
821,645,1213,shared_phone,5,2026-03-13
822,1213,645,shared_phone,5,2026-03-13
823,1370,2831,shared_address,8,2026-05-03
824,2831,1370,shared_address,8,2026-05-03
825,760,2948,shared_address,8,2025-07-10
826,2948,760,shared_address,8,2025-07-10
827,378,476,shared_email_domain,20,2026-01-16
828,476,378,shared_email_domain,20,2026-01-16
829,1039,2157,shared_phone,5,2026-01-12
830,2157,1039,shared_phone,5,2026-01-12
831,773,1965,shared_email_domain,20,2025-06-11
832,1965,773,shared_email_domain,20,2025-06-11
833,2625,2900,shared_phone,5,2025-12-19
834,2900,2625,shared_phone,5,2025-12-19
835,2011,2362,shared_address,8,2026-05-12
836,2362,2011,shared_address,8,2026-05-12
837,824,2984,shared_address,8,2026-05-22
838,2984,824,shared_address,8,2026-05-22
839,2896,2927,shared_email_domain,20,2025-04-25
840,2927,2896,shared_email_domain,20,2025-04-25
841,1842,1936,shared_address,8,2025-05-25
842,1936,1842,shared_address,8,2025-05-25
843,1833,2228,shared_phone,5,2025-04-16
844,2228,1833,shared_phone,5,2025-04-16
845,1122,1793,shared_phone,5,2025-08-07
846,1793,1122,shared_phone,5,2025-08-07
847,94,797,shared_email_domain,20,2025-08-26
848,797,94,shared_email_domain,20,2025-08-26
849,1114,1666,shared_email_domain,20,2025-09-19
850,1666,1114,shared_email_domain,20,2025-09-19
851,1359,1528,shared_phone,5,2025-08-29
852,1528,1359,shared_phone,5,2025-08-29
853,1203,1537,shared_address,8,2026-03-20
854,1537,1203,shared_address,8,2026-03-20
855,234,2671,shared_phone,5,2025-03-03
856,2671,234,shared_phone,5,2025-03-03
857,1510,2802,shared_address,8,2025-04-19
858,2802,1510,shared_address,8,2025-04-19
859,436,1692,shared_address,8,2026-03-28
860,1692,436,shared_address,8,2026-03-28
861,1075,2915,shared_address,8,2025-07-20
862,2915,1075,shared_address,8,2025-07-20
863,221,1962,shared_email_domain,20,2025-12-12
864,1962,221,shared_email_domain,20,2025-12-12
865,546,1140,shared_email_domain,20,2025-06-30
866,1140,546,shared_email_domain,20,2025-06-30
867,581,1952,shared_phone,5,2025-10-29
868,1952,581,shared_phone,5,2025-10-29
869,164,1472,shared_address,8,2025-11-14
870,1472,164,shared_address,8,2025-11-14
871,2518,2908,shared_address,8,2026-06-02
872,2908,2518,shared_address,8,2026-06-02
873,30,333,shared_email_domain,20,2025-10-15
874,333,30,shared_email_domain,20,2025-10-15
875,1265,1342,shared_email_domain,20,2025-06-23
876,1342,1265,shared_email_domain,20,2025-06-23
877,532,1452,shared_email_domain,20,2025-06-27
878,1452,532,shared_email_domain,20,2025-06-27
879,170,603,shared_email_domain,20,2025-05-19
880,603,170,shared_email_domain,20,2025-05-19
881,10,2199,shared_address,8,2025-07-02
882,2199,10,shared_address,8,2025-07-02
883,2656,2918,shared_phone,5,2025-03-16
884,2918,2656,shared_phone,5,2025-03-16
885,247,457,shared_phone,5,2026-05-18
886,457,247,shared_phone,5,2026-05-18
887,2200,2726,shared_phone,5,2026-04-21
888,2726,2200,shared_phone,5,2026-04-21
889,1462,2592,shared_address,8,2025-08-19
890,2592,1462,shared_address,8,2025-08-19
891,2276,2569,shared_phone,5,2026-06-09
892,2569,2276,shared_phone,5,2026-06-09
893,132,180,shared_phone,5,2025-09-24
894,180,132,shared_phone,5,2025-09-24
895,1042,2863,shared_email_domain,20,2025-09-20
896,2863,1042,shared_email_domain,20,2025-09-20
897,435,679,shared_email_domain,20,2026-05-05
898,679,435,shared_email_domain,20,2026-05-05
899,1561,1959,shared_phone,5,2026-04-12
900,1959,1561,shared_phone,5,2026-04-12
901,1595,2107,shared_address,8,2025-09-09
902,2107,1595,shared_address,8,2025-09-09
903,496,1888,shared_address,8,2025-06-24
904,1888,496,shared_address,8,2025-06-24
905,1509,2422,shared_address,8,2025-07-16
906,2422,1509,shared_address,8,2025-07-16
907,225,2904,shared_email_domain,20,2025-07-07
908,2904,225,shared_email_domain,20,2025-07-07
909,101,2759,shared_address,8,2025-06-17
910,2759,101,shared_address,8,2025-06-17
911,374,826,shared_address,8,2025-05-15
912,826,374,shared_address,8,2025-05-15
913,1424,1490,shared_phone,5,2025-08-24
914,1490,1424,shared_phone,5,2025-08-24
915,110,377,shared_address,8,2025-04-18
916,377,110,shared_address,8,2025-04-18
917,199,2201,shared_phone,5,2025-07-06
918,2201,199,shared_phone,5,2025-07-06
919,182,989,shared_phone,5,2026-04-01
920,989,182,shared_phone,5,2026-04-01
921,700,1400,shared_device,1,2026-01-10
922,1400,700,shared_device,1,2026-01-10
923,1400,2100,shared_card,2,2026-01-12
924,2100,1400,shared_card,2,2026-01-12
925,2100,2800,shared_device,1,2026-02-01
926,2800,2100,shared_device,1,2026-02-01
927,700,2800,shared_email_domain,20,2026-02-03
928,2800,700,shared_email_domain,20,2026-02-03
