plan_id,customer_id,merchant_id,product_type,num_installments,order_amount_usd,total_repayable_usd,apr_bps,created_at,status
1475,661,23,pay_in_3,3,1148.56,1148.56,0,2025-12-23,paid_off
1476,661,11,pay_in_4,4,1059.42,1059.42,0,2025-10-17,paid_off
1477,661,7,pay_monthly_6,6,278.97,311.58,2370,2026-01-27,active
1478,662,7,pay_in_4,4,524.40,524.40,0,2026-05-14,active
1479,662,9,pay_in_4,4,441.26,441.26,0,2025-10-02,paid_off
1480,662,19,pay_in_4,4,1194.62,1194.62,0,2025-10-04,paid_off
1481,662,19,pay_in_3,3,923.94,923.94,0,2026-05-24,active
1482,663,50,pay_in_4,4,78.03,78.03,0,2025-11-09,paid_off
1483,663,41,pay_in_4,4,110.86,110.86,0,2026-04-08,paid_off
1484,663,11,pay_in_4,4,978.90,978.90,0,2026-03-15,paid_off
1485,664,26,pay_in_4,4,1030.80,1030.80,0,2026-03-06,paid_off
1486,665,40,pay_monthly_12,12,193.60,243.46,2611,2026-06-04,active
1487,666,15,pay_in_4,4,2040.28,2040.28,0,2026-03-28,paid_off
1488,668,16,pay_in_4,4,897.04,897.04,0,2026-06-13,active
1489,668,44,pay_in_4,4,90.67,90.67,0,2025-01-20,paid_off
1490,668,54,pay_in_4,4,148.35,148.35,0,2026-03-05,defaulted
1491,668,5,pay_monthly_6,6,489.99,531.87,1733,2025-10-02,paid_off
1492,669,8,pay_in_4,4,532.45,532.45,0,2026-05-07,defaulted
1493,672,2,pay_monthly_6,6,596.51,672.38,2579,2025-11-28,delinquent
1494,672,22,pay_in_3,3,633.86,633.86,0,2026-06-07,active
1495,673,1,pay_in_3,3,303.94,303.94,0,2025-12-07,paid_off
1496,673,38,pay_in_4,4,156.01,156.01,0,2025-11-25,paid_off
1497,673,32,pay_monthly_12,12,345.07,431.42,2537,2025-12-28,active
1498,674,54,pay_in_4,4,90.53,90.53,0,2025-10-26,paid_off
1499,674,47,pay_monthly_6,6,85.87,95.37,2243,2026-01-27,active
1500,675,56,pay_in_4,4,76.43,76.43,0,2026-04-24,paid_off
1501,676,44,pay_monthly_12,12,566.31,732.37,2973,2025-12-08,active
1502,676,48,pay_monthly_6,6,575.12,641.74,2349,2025-09-19,defaulted
1503,676,54,pay_monthly_6,6,67.64,72.87,1569,2025-06-28,delinquent
1504,677,19,pay_in_4,4,520.76,520.76,0,2025-06-02,paid_off
1505,677,30,pay_monthly_6,6,670.86,728.29,1736,2026-03-07,active
1506,677,30,pay_monthly_6,6,1070.14,1206.98,2593,2026-01-27,active
1507,677,30,pay_in_3,3,888.21,888.21,0,2025-11-24,paid_off
1508,678,9,pay_in_4,4,783.68,783.68,0,2025-09-05,paid_off
1509,678,18,pay_in_4,4,1088.80,1088.80,0,2026-05-28,active
1510,678,8,pay_in_4,4,265.04,265.04,0,2026-01-12,defaulted
1511,678,40,pay_in_3,3,112.08,112.08,0,2025-06-08,paid_off
1512,679,7,pay_in_4,4,175.16,175.16,0,2026-02-24,paid_off
1513,679,29,pay_in_3,3,351.35,351.35,0,2025-09-17,paid_off
1514,679,34,pay_in_4,4,455.41,455.41,0,2025-12-11,paid_off
1515,680,22,pay_monthly_6,6,1364.04,1501.87,2049,2026-03-19,active
1516,680,18,pay_in_3,3,1044.13,1044.13,0,2026-02-18,paid_off
1517,680,8,pay_in_4,4,375.83,375.83,0,2026-05-08,active
1518,680,42,pay_monthly_6,6,198.15,215.69,1795,2026-06-11,active
1519,681,23,pay_monthly_12,12,796.46,1043.52,3145,2026-04-28,active
1520,681,7,pay_in_3,3,328.28,328.28,0,2025-07-23,paid_off
1521,681,52,pay_in_4,4,75.80,75.80,0,2026-06-13,active
1522,683,8,pay_monthly_6,6,385.63,421.00,1860,2026-02-22,defaulted
1523,683,39,pay_monthly_6,6,76.27,85.95,2574,2025-12-24,paid_off
1524,683,27,pay_in_4,4,750.45,750.45,0,2025-10-10,paid_off
1525,683,52,pay_in_4,4,86.01,86.01,0,2026-04-01,paid_off
1526,683,27,pay_monthly_6,6,717.29,771.27,1526,2026-03-08,active
1527,684,24,pay_in_4,4,1151.28,1151.28,0,2025-06-09,paid_off
1528,685,2,pay_in_4,4,250.44,250.44,0,2026-02-25,defaulted
1529,686,53,pay_in_4,4,92.35,92.35,0,2026-05-09,active
1530,686,8,pay_in_3,3,447.41,447.41,0,2025-04-20,delinquent
1531,686,12,pay_monthly_6,6,878.32,956.76,1811,2025-10-03,paid_off
1532,686,1,pay_in_3,3,268.11,268.11,0,2025-02-15,paid_off
1533,686,13,pay_in_4,4,595.06,595.06,0,2025-01-24,paid_off
1534,687,24,pay_in_4,4,850.00,850.00,0,2026-04-23,paid_off
1535,688,30,pay_in_3,3,623.87,623.87,0,2025-08-17,paid_off
1536,688,12,pay_monthly_12,12,803.50,1006.77,2565,2026-01-12,active
1537,688,5,pay_monthly_12,12,377.49,459.92,2214,2026-05-21,active
1538,688,18,pay_in_4,4,443.98,443.98,0,2026-01-21,paid_off
1539,688,13,pay_monthly_12,12,462.43,606.83,3166,2025-07-24,active
1540,688,42,pay_monthly_12,12,44.39,55.66,2575,2025-09-01,active
1541,688,38,pay_in_4,4,98.24,98.24,0,2025-05-22,paid_off
1542,689,45,pay_monthly_6,6,350.56,389.15,2232,2026-03-20,active
1543,690,1,pay_in_4,4,264.19,264.19,0,2026-06-02,active
1544,691,49,pay_in_4,4,282.78,282.78,0,2026-05-20,active
1545,694,32,pay_in_4,4,362.36,362.36,0,2025-11-21,paid_off
1546,694,13,pay_in_4,4,1279.48,1279.48,0,2026-03-04,paid_off
1547,694,24,pay_monthly_6,6,537.04,600.47,2395,2026-06-11,active
1548,695,18,pay_monthly_6,6,813.27,891.12,1941,2026-06-11,active
1549,695,21,pay_in_3,3,652.89,652.89,0,2025-11-13,paid_off
1550,696,42,pay_monthly_6,6,157.15,171.87,1899,2025-06-17,paid_off
1551,696,31,pay_in_4,4,530.86,530.86,0,2025-05-17,paid_off
1552,696,9,pay_in_4,4,580.63,580.63,0,2026-04-22,paid_off
1553,697,56,pay_in_3,3,97.79,97.79,0,2026-05-16,active
1554,698,39,pay_in_4,4,110.78,110.78,0,2025-10-26,defaulted
1555,698,44,pay_monthly_6,6,262.65,290.20,2127,2025-11-02,paid_off
1556,699,9,pay_in_4,4,745.64,745.64,0,2026-04-16,paid_off
1557,699,23,pay_monthly_6,6,616.73,675.03,1917,2026-01-16,active
1558,699,8,pay_in_4,4,281.24,281.24,0,2025-11-21,paid_off
1559,700,22,pay_in_4,4,1150.00,1150.00,0,2026-05-03,active
1560,700,50,pay_in_4,4,48.25,48.25,0,2025-04-13,delinquent
1561,700,50,pay_monthly_6,6,162.29,174.57,1534,2026-03-18,active
1562,700,20,pay_in_4,4,871.77,871.77,0,2025-11-19,defaulted
1563,702,50,pay_in_4,4,70.26,70.26,0,2026-04-26,paid_off
1564,702,19,pay_in_4,4,1342.84,1342.84,0,2025-12-12,paid_off
1565,702,20,pay_in_4,4,1059.80,1059.80,0,2026-04-28,active
1566,702,17,pay_in_3,3,573.33,573.33,0,2025-11-22,paid_off
1567,704,27,pay_in_4,4,317.32,317.32,0,2025-10-18,paid_off
1568,704,32,pay_in_4,4,921.52,921.52,0,2026-03-09,paid_off
1569,704,47,pay_in_3,3,236.24,236.24,0,2026-03-09,paid_off
1570,705,4,pay_in_4,4,636.29,636.29,0,2025-10-09,paid_off
1571,705,39,pay_in_3,3,185.35,185.35,0,2026-05-28,active
1572,705,7,pay_in_3,3,267.06,267.06,0,2026-04-17,active
1573,705,38,pay_in_4,4,263.89,263.89,0,2026-01-07,paid_off
1574,706,27,pay_in_4,4,367.95,367.95,0,2025-07-25,paid_off
1575,706,50,pay_in_3,3,116.03,116.03,0,2026-05-20,active
1576,706,55,pay_in_4,4,48.12,48.12,0,2026-02-11,paid_off
1577,708,39,pay_in_3,3,162.33,162.33,0,2026-04-03,active
1578,708,9,pay_in_3,3,636.44,636.44,0,2026-05-20,defaulted
1579,708,35,pay_in_4,4,107.86,107.86,0,2025-11-13,delinquent
1580,709,39,pay_in_3,3,259.15,259.15,0,2025-03-04,defaulted
1581,709,45,pay_monthly_12,12,94.32,124.20,3212,2025-09-11,active
1582,710,33,pay_monthly_6,6,998.12,1100.45,2079,2025-10-02,paid_off
1583,710,1,pay_monthly_6,6,275.51,298.36,1682,2026-01-09,active
1584,710,45,pay_in_3,3,247.22,247.22,0,2026-05-10,active
1585,710,24,pay_in_3,3,556.34,556.34,0,2026-05-01,active
1586,711,33,pay_monthly_6,6,331.31,359.54,1728,2026-05-19,active
1587,711,15,pay_in_3,3,500.00,500.00,0,2025-09-01,paid_off
1588,713,49,pay_monthly_6,6,322.72,353.28,1920,2026-01-14,active
1589,713,23,pay_in_4,4,514.35,514.35,0,2026-04-08,paid_off
1590,713,14,pay_monthly_12,12,504.14,640.23,2737,2025-02-22,paid_off
1591,714,35,pay_in_3,3,198.55,198.55,0,2026-05-27,delinquent
1592,716,45,pay_in_4,4,287.30,287.30,0,2025-10-01,paid_off
1593,716,56,pay_in_4,4,108.51,108.51,0,2026-04-24,paid_off
1594,716,3,pay_in_4,4,170.01,170.01,0,2026-06-04,active
1595,716,30,pay_monthly_6,6,1304.34,1451.45,2287,2026-02-08,active
1596,717,24,pay_monthly_6,6,703.27,759.35,1617,2026-05-27,active
1597,718,16,pay_in_4,4,353.22,353.22,0,2026-05-18,active
1598,718,33,pay_in_3,3,326.44,326.44,0,2026-05-17,active
1599,718,48,pay_in_4,4,433.10,433.10,0,2026-05-17,active
1600,719,10,pay_monthly_6,6,1047.97,1175.83,2474,2026-05-18,active
1601,719,55,pay_in_4,4,169.44,169.44,0,2025-12-01,paid_off
1602,720,23,pay_in_4,4,358.80,358.80,0,2025-04-19,paid_off
1603,720,48,pay_in_4,4,334.61,334.61,0,2026-05-17,active
1604,720,30,pay_in_4,4,476.13,476.13,0,2025-12-20,paid_off
1605,721,1,pay_in_4,4,456.54,456.54,0,2026-06-08,active
1606,721,25,pay_monthly_6,6,1482.90,1639.62,2143,2026-05-20,active
1607,721,3,pay_monthly_6,6,644.17,708.69,2031,2026-04-20,active
1608,723,4,pay_in_4,4,369.59,369.59,0,2025-11-15,paid_off
1609,723,35,pay_monthly_6,6,184.61,204.49,2184,2026-02-21,delinquent
1610,725,7,pay_in_3,3,251.83,251.83,0,2026-03-19,paid_off
1611,725,9,pay_monthly_12,12,430.45,521.69,2149,2025-07-05,active
1612,725,9,pay_in_4,4,367.26,367.26,0,2026-03-23,paid_off
1613,726,32,pay_in_4,4,590.87,590.87,0,2026-03-23,paid_off
1614,726,39,pay_in_4,4,92.03,92.03,0,2025-07-22,paid_off
1615,727,5,pay_in_3,3,275.53,275.53,0,2025-12-20,paid_off
1616,727,14,pay_in_3,3,565.11,565.11,0,2025-12-08,paid_off
1617,727,48,pay_in_4,4,398.43,398.43,0,2026-04-17,paid_off
1618,729,12,pay_in_4,4,884.90,884.90,0,2026-04-17,paid_off
1619,729,40,pay_in_4,4,276.16,276.16,0,2026-02-08,paid_off
1620,729,18,pay_in_3,3,291.20,291.20,0,2025-03-14,paid_off
1621,729,46,pay_in_4,4,359.33,359.33,0,2026-04-19,paid_off
1622,730,52,pay_monthly_6,6,92.26,100.52,1816,2025-12-27,active
1623,730,51,pay_monthly_6,6,101.30,113.72,2486,2026-01-24,delinquent
1624,730,5,pay_in_4,4,100.15,100.15,0,2026-02-26,delinquent
1625,730,36,pay_monthly_6,6,173.70,195.81,2581,2026-03-16,active
1626,730,10,pay_in_4,4,434.50,434.50,0,2025-08-06,paid_off
1627,731,26,pay_in_4,4,395.04,395.04,0,2025-11-01,paid_off
1628,731,37,pay_in_3,3,124.30,124.30,0,2026-05-16,active
1629,731,43,pay_in_3,3,528.73,528.73,0,2026-02-27,paid_off
1630,731,55,pay_in_4,4,63.16,63.16,0,2026-05-23,active
1631,731,1,pay_monthly_12,12,223.72,284.14,2738,2026-06-02,active
1632,732,42,pay_in_3,3,266.78,266.78,0,2026-03-03,paid_off
1633,732,7,pay_in_4,4,450.60,450.60,0,2025-12-13,paid_off
1634,732,38,pay_in_3,3,227.75,227.75,0,2026-02-08,paid_off
1635,732,56,pay_in_4,4,87.51,87.51,0,2025-08-21,paid_off
1636,733,52,pay_monthly_6,6,84.56,94.45,2372,2025-11-15,paid_off
1637,733,49,pay_in_3,3,164.26,164.26,0,2026-06-14,active
1638,733,7,pay_in_4,4,235.13,235.13,0,2026-03-09,paid_off
1639,735,55,pay_in_4,4,198.21,198.21,0,2025-09-15,paid_off
1640,737,6,pay_in_3,3,501.10,501.10,0,2026-02-18,paid_off
1641,737,26,pay_in_3,3,607.86,607.86,0,2026-05-09,active
1642,737,45,pay_in_3,3,295.05,295.05,0,2025-11-16,paid_off
1643,738,36,pay_in_4,4,71.42,71.42,0,2026-04-24,paid_off
1644,739,44,pay_monthly_12,12,250.97,331.02,3234,2025-08-17,active
1645,739,5,pay_in_4,4,254.42,254.42,0,2025-12-04,paid_off
1646,739,11,pay_in_4,4,1844.78,1844.78,0,2026-05-26,active
1647,739,38,pay_in_3,3,178.89,178.89,0,2025-03-16,defaulted
1648,739,3,pay_in_4,4,194.44,194.44,0,2026-02-21,paid_off
1649,741,20,pay_in_4,4,460.98,460.98,0,2025-08-13,paid_off
1650,741,11,pay_in_4,4,1153.37,1153.37,0,2026-04-22,paid_off
1651,741,21,pay_in_4,4,1003.26,1003.26,0,2026-01-06,paid_off
1652,741,26,pay_monthly_12,12,267.00,336.00,2620,2025-12-21,delinquent
1653,741,32,pay_monthly_12,12,477.73,611.08,2830,2026-02-28,active
1654,742,27,pay_in_4,4,517.69,517.69,0,2025-05-22,paid_off
1655,742,25,pay_in_4,4,2212.52,2212.52,0,2025-10-06,paid_off
1656,742,27,pay_monthly_12,12,434.84,536.87,2379,2026-04-21,active
1657,744,49,pay_in_4,4,191.38,191.38,0,2025-12-08,paid_off
1658,747,27,pay_monthly_12,12,532.44,661.05,2449,2026-03-18,active
1659,747,43,pay_monthly_12,12,498.25,627.84,2637,2026-04-11,active
1660,747,56,pay_in_4,4,162.93,162.93,0,2025-10-19,paid_off
1661,747,7,pay_monthly_6,6,260.87,286.29,1976,2026-04-25,active
1662,749,20,pay_in_3,3,1470.07,1470.07,0,2026-06-07,defaulted
1663,750,34,pay_monthly_12,12,1544.09,1898.78,2329,2025-10-30,active
1664,750,1,pay_in_4,4,181.77,181.77,0,2026-04-13,paid_off
1665,751,43,pay_in_4,4,312.03,312.03,0,2026-05-11,active
1666,751,48,pay_in_3,3,138.28,138.28,0,2026-03-16,paid_off
1667,752,29,pay_in_3,3,540.75,540.75,0,2025-09-05,paid_off
1668,752,1,pay_in_4,4,263.80,263.80,0,2026-04-24,paid_off
1669,753,48,pay_monthly_12,12,129.26,171.36,3302,2026-06-02,active
1670,753,33,pay_monthly_6,6,488.78,531.18,1759,2026-05-18,active
1671,753,23,pay_in_3,3,1199.19,1199.19,0,2026-04-11,active
1672,753,4,pay_in_4,4,252.01,252.01,0,2025-11-26,paid_off
1673,753,29,pay_monthly_6,6,486.18,542.81,2362,2026-04-13,active
1674,755,6,pay_in_4,4,196.35,196.35,0,2026-01-05,paid_off
1675,755,53,pay_in_3,3,51.01,51.01,0,2026-06-08,active
1676,756,9,pay_in_4,4,699.09,699.09,0,2026-03-14,paid_off
1677,756,41,pay_in_4,4,260.75,260.75,0,2025-10-22,paid_off
1678,759,12,pay_monthly_12,12,464.77,558.97,2055,2025-12-17,active
1679,759,49,pay_in_3,3,286.02,286.02,0,2026-04-28,delinquent
1680,759,40,pay_in_4,4,178.93,178.93,0,2026-05-04,delinquent
1681,759,50,pay_monthly_12,12,87.45,111.46,2784,2025-12-10,defaulted
1682,760,28,pay_in_4,4,443.42,443.42,0,2026-03-11,paid_off
1683,760,3,pay_monthly_6,6,318.56,342.52,1525,2025-08-21,paid_off
1684,760,40,pay_in_4,4,160.29,160.29,0,2026-03-25,defaulted
1685,762,48,pay_monthly_12,12,399.42,484.51,2160,2026-05-08,active
1686,762,54,pay_monthly_6,6,124.29,135.75,1870,2025-07-24,paid_off
1687,762,19,pay_in_4,4,428.02,428.02,0,2026-02-17,paid_off
1688,762,48,pay_monthly_12,12,233.85,290.68,2464,2025-08-27,active
1689,762,36,pay_monthly_12,12,193.37,251.43,3044,2025-04-23,defaulted
1690,763,20,pay_monthly_6,6,550.00,603.22,1962,2025-11-26,defaulted
1691,763,2,pay_in_3,3,321.65,321.65,0,2026-02-04,paid_off
1692,763,36,pay_monthly_6,6,120.83,133.61,2144,2026-04-09,active
1693,763,31,pay_monthly_12,12,547.47,666.21,2199,2025-11-16,active
1694,764,32,pay_in_4,4,453.02,453.02,0,2026-03-28,paid_off
1695,764,50,pay_in_4,4,105.80,105.80,0,2026-02-21,paid_off
1696,765,27,pay_in_3,3,377.55,377.55,0,2026-03-19,paid_off
1697,765,19,pay_in_3,3,650.88,650.88,0,2026-03-19,paid_off
1698,765,17,pay_in_4,4,1173.84,1173.84,0,2026-05-03,active
1699,766,5,pay_in_4,4,762.66,762.66,0,2025-11-24,paid_off
1700,766,31,pay_in_4,4,400.09,400.09,0,2025-12-08,paid_off
1701,766,4,pay_monthly_6,6,487.01,546.55,2479,2025-11-12,delinquent
1702,766,44,pay_in_4,4,151.36,151.36,0,2026-01-14,paid_off
1703,767,47,pay_in_4,4,193.15,193.15,0,2025-08-18,paid_off
1704,767,40,pay_monthly_12,12,94.56,125.17,3282,2026-05-03,active
1705,767,18,pay_monthly_6,6,803.88,883.01,1996,2025-07-19,paid_off
1706,768,35,pay_in_4,4,196.19,196.19,0,2026-03-16,paid_off
1707,768,30,pay_in_3,3,251.10,251.10,0,2025-07-24,paid_off
1708,768,16,pay_in_4,4,414.73,414.73,0,2025-09-21,paid_off
1709,768,17,pay_in_4,4,1448.55,1448.55,0,2025-01-26,paid_off
1710,768,44,pay_in_3,3,273.23,273.23,0,2025-07-24,paid_off
1711,769,39,pay_monthly_12,12,305.08,366.85,2053,2025-07-16,active
1712,769,49,pay_in_3,3,367.45,367.45,0,2025-03-12,paid_off
1713,769,39,pay_in_4,4,197.64,197.64,0,2026-01-22,paid_off
1714,770,10,pay_in_4,4,783.96,783.96,0,2025-08-31,paid_off
1715,770,39,pay_in_4,4,325.68,325.68,0,2025-11-09,paid_off
1716,770,11,pay_in_3,3,612.77,612.77,0,2026-02-27,paid_off
1717,771,40,pay_in_4,4,280.01,280.01,0,2026-05-28,active
1718,772,55,pay_in_4,4,52.22,52.22,0,2026-05-03,active
1719,772,51,pay_monthly_6,6,119.75,132.17,2103,2026-06-08,active
1720,773,18,pay_in_3,3,709.05,709.05,0,2026-01-04,paid_off
1721,775,22,pay_in_4,4,514.60,514.60,0,2026-06-02,active
1722,777,50,pay_monthly_6,6,94.17,102.46,1785,2026-05-01,active
1723,777,17,pay_in_4,4,999.92,999.92,0,2026-01-27,paid_off
1724,778,32,pay_in_4,4,298.73,298.73,0,2026-03-20,paid_off
1725,778,55,pay_monthly_12,12,164.65,217.64,3263,2026-05-17,active
1726,779,15,pay_in_3,3,208.50,208.50,0,2025-08-02,paid_off
1727,779,46,pay_in_3,3,191.14,191.14,0,2025-05-20,paid_off
1728,780,22,pay_in_4,4,614.61,614.61,0,2026-02-25,paid_off
1729,780,12,pay_monthly_6,6,458.26,494.33,1596,2025-07-08,paid_off
1730,780,17,pay_monthly_6,6,766.45,854.33,2325,2025-04-20,paid_off
1731,780,18,pay_in_3,3,674.89,674.89,0,2025-07-18,paid_off
1732,781,14,pay_in_4,4,880.84,880.84,0,2026-04-01,defaulted
1733,782,32,pay_in_3,3,368.39,368.39,0,2026-06-03,active
1734,782,8,pay_monthly_6,6,937.31,1016.91,1722,2025-08-14,paid_off
1735,782,11,pay_in_4,4,370.62,370.62,0,2026-05-06,active
1736,782,44,pay_in_4,4,370.62,370.62,0,2025-07-06,paid_off
1737,782,4,pay_in_4,4,296.04,296.04,0,2025-08-06,paid_off
1738,783,3,pay_in_3,3,362.46,362.46,0,2026-02-18,paid_off
1739,785,20,pay_in_3,3,344.76,344.76,0,2025-10-12,paid_off
1740,785,9,pay_in_4,4,593.25,593.25,0,2025-10-02,paid_off
1741,786,49,pay_in_3,3,292.75,292.75,0,2025-11-14,paid_off
1742,786,53,pay_monthly_12,12,249.77,332.00,3338,2025-05-17,paid_off
1743,786,11,pay_in_4,4,385.84,385.84,0,2025-11-07,paid_off
1744,786,8,pay_monthly_6,6,467.82,524.25,2446,2025-04-02,delinquent
1745,786,33,pay_in_4,4,146.57,146.57,0,2026-05-08,active
1746,789,38,pay_in_4,4,117.97,117.97,0,2025-10-16,paid_off
1747,789,27,pay_monthly_6,6,439.28,486.44,2177,2026-04-28,delinquent
1748,790,53,pay_in_3,3,74.28,74.28,0,2025-09-03,paid_off
1749,790,7,pay_in_3,3,101.90,101.90,0,2026-04-11,active
1750,790,14,pay_monthly_6,6,1446.37,1586.39,1963,2025-07-11,paid_off
1751,791,2,pay_in_4,4,378.67,378.67,0,2026-05-24,active
1752,791,40,pay_in_3,3,100.56,100.56,0,2026-04-18,active
1753,791,39,pay_monthly_6,6,47.32,51.78,1910,2026-02-26,active
1754,791,36,pay_in_4,4,147.92,147.92,0,2025-12-22,delinquent
1755,792,22,pay_monthly_6,6,1419.53,1542.04,1750,2025-03-20,paid_off
1756,792,4,pay_monthly_12,12,405.67,523.74,2951,2025-11-01,active
1757,792,51,pay_monthly_6,6,33.00,37.23,2598,2025-10-26,paid_off
1758,792,13,pay_in_4,4,426.13,426.13,0,2025-10-18,paid_off
1759,793,50,pay_monthly_6,6,175.49,190.47,1731,2026-04-26,active
1760,793,41,pay_in_4,4,193.68,193.68,0,2026-05-02,active
1761,793,56,pay_in_3,3,144.85,144.85,0,2026-01-21,delinquent
1762,793,48,pay_monthly_12,12,197.41,245.79,2485,2026-03-02,active
1763,793,32,pay_monthly_6,6,504.33,558.37,2173,2025-08-05,paid_off
1764,794,4,pay_in_4,4,213.76,213.76,0,2026-05-08,active
1765,794,53,pay_in_4,4,49.34,49.34,0,2026-03-25,paid_off
1766,796,37,pay_in_4,4,327.00,327.00,0,2026-03-03,paid_off
1767,797,24,pay_in_3,3,599.92,599.92,0,2025-09-18,paid_off
1768,797,15,pay_in_3,3,337.27,337.27,0,2025-12-01,paid_off
1769,797,27,pay_in_4,4,411.67,411.67,0,2026-06-02,active
1770,798,35,pay_in_4,4,113.21,113.21,0,2026-02-17,paid_off
1771,798,11,pay_in_4,4,753.35,753.35,0,2026-04-13,paid_off
1772,799,6,pay_in_4,4,250.38,250.38,0,2026-01-21,paid_off
1773,799,41,pay_in_4,4,81.16,81.16,0,2025-10-09,paid_off
1774,799,35,pay_in_4,4,215.68,215.68,0,2026-01-08,defaulted
1775,800,34,pay_in_4,4,360.59,360.59,0,2026-06-15,active
1776,802,16,pay_monthly_12,12,579.22,766.72,3282,2025-12-17,active
1777,802,11,pay_in_4,4,1190.11,1190.11,0,2026-03-16,defaulted
1778,804,33,pay_in_4,4,658.78,658.78,0,2025-06-24,paid_off
1779,804,23,pay_monthly_12,12,1635.02,2090.91,2827,2026-05-16,active
1780,805,1,pay_in_4,4,554.02,554.02,0,2026-04-28,active
1781,806,28,pay_monthly_6,6,555.10,617.43,2277,2025-12-21,paid_off
1782,806,35,pay_in_4,4,241.19,241.19,0,2025-12-23,defaulted
1783,807,41,pay_monthly_6,6,78.26,86.33,2090,2026-04-22,active
1784,810,20,pay_in_4,4,2005.13,2005.13,0,2026-03-17,paid_off
1785,810,45,pay_in_3,3,181.72,181.72,0,2025-06-30,paid_off
1786,810,30,pay_monthly_6,6,696.90,776.32,2311,2026-01-10,active
1787,810,33,pay_in_4,4,291.07,291.07,0,2025-06-30,paid_off
1788,811,33,pay_in_4,4,606.27,606.27,0,2026-05-25,active
1789,811,11,pay_monthly_6,6,1538.95,1667.82,1698,2026-03-09,active
1790,812,46,pay_in_4,4,422.41,422.41,0,2026-01-16,paid_off
1791,812,51,pay_in_4,4,101.27,101.27,0,2026-04-15,paid_off
1792,812,17,pay_monthly_6,6,1889.90,2107.52,2335,2026-02-25,delinquent
1793,812,7,pay_in_4,4,165.20,165.20,0,2025-11-21,paid_off
1794,813,35,pay_in_3,3,115.72,115.72,0,2026-04-08,active
1795,813,9,pay_monthly_6,6,1549.72,1665.04,1509,2026-01-26,active
1796,813,19,pay_in_3,3,800.98,800.98,0,2025-07-21,paid_off
1797,814,23,pay_monthly_6,6,900.00,994.23,2123,2025-12-12,defaulted
1798,815,17,pay_in_4,4,900.00,900.00,0,2026-05-01,active
1799,816,7,pay_monthly_6,6,556.53,602.61,1679,2025-11-05,defaulted
1800,816,10,pay_monthly_6,6,950.00,1020.84,1512,2026-02-12,active
1801,816,19,pay_in_3,3,950.00,950.00,0,2026-06-13,delinquent
1802,816,6,pay_in_4,4,236.89,236.89,0,2025-05-08,paid_off
1803,817,31,pay_monthly_12,12,311.84,413.55,3307,2025-08-22,active
1804,817,41,pay_in_4,4,287.87,287.87,0,2026-02-26,paid_off
1805,817,31,pay_monthly_12,12,550.53,671.73,2232,2026-05-05,active
1806,818,10,pay_in_4,4,576.12,576.12,0,2026-03-21,paid_off
1807,818,4,pay_in_4,4,198.02,198.02,0,2025-11-20,paid_off
1808,818,20,pay_in_3,3,682.54,682.54,0,2026-05-18,active
1809,819,27,pay_in_4,4,541.19,541.19,0,2026-05-15,active
1810,820,55,pay_in_4,4,64.94,64.94,0,2026-03-11,paid_off
1811,820,27,pay_in_4,4,234.68,234.68,0,2025-07-18,paid_off
1812,820,37,pay_monthly_12,12,311.13,379.71,2235,2026-03-13,active
1813,820,50,pay_monthly_6,6,59.01,65.79,2331,2025-11-12,paid_off
1814,821,34,pay_in_3,3,161.38,161.38,0,2025-09-16,paid_off
1815,822,9,pay_in_3,3,575.23,575.23,0,2025-10-26,paid_off
1816,822,22,pay_monthly_6,6,1701.95,1851.94,1787,2025-08-04,paid_off
1817,822,23,pay_in_4,4,741.94,741.94,0,2025-11-08,paid_off
1818,823,55,pay_in_3,3,71.30,71.30,0,2026-01-18,paid_off
1819,823,56,pay_in_4,4,182.66,182.66,0,2026-02-06,paid_off
1820,824,7,pay_in_4,4,638.59,638.59,0,2025-07-06,paid_off
1821,824,22,pay_in_3,3,860.97,860.97,0,2026-04-05,active
1822,824,33,pay_in_4,4,1385.86,1385.86,0,2025-08-16,paid_off
1823,825,16,pay_in_4,4,490.93,490.93,0,2026-03-22,paid_off
1824,827,9,pay_in_3,3,482.24,482.24,0,2026-04-12,active
1825,827,31,pay_in_4,4,559.03,559.03,0,2026-03-04,paid_off
1826,827,18,pay_in_4,4,471.99,471.99,0,2025-03-16,paid_off
1827,828,33,pay_monthly_6,6,578.95,638.59,2089,2026-04-26,delinquent
1828,828,45,pay_in_3,3,175.49,175.49,0,2025-10-29,paid_off
1829,829,52,pay_in_4,4,233.69,233.69,0,2026-05-10,active
1830,830,7,pay_in_4,4,343.20,343.20,0,2026-04-18,paid_off
1831,830,48,pay_in_3,3,322.60,322.60,0,2026-02-09,paid_off
1832,834,36,pay_in_3,3,88.43,88.43,0,2025-11-07,paid_off
1833,836,17,pay_in_4,4,2065.30,2065.30,0,2026-04-22,paid_off
1834,836,3,pay_monthly_12,12,949.83,1244.27,3143,2025-10-13,active
1835,836,34,pay_monthly_6,6,264.52,297.61,2537,2026-03-27,active
1836,837,6,pay_in_4,4,609.80,609.80,0,2026-05-07,active
1837,837,15,pay_in_3,3,596.63,596.63,0,2026-05-07,active
1838,840,44,pay_monthly_6,6,267.61,296.68,2203,2026-06-08,active
1839,840,7,pay_in_4,4,384.82,384.82,0,2025-12-24,paid_off
1840,841,51,pay_in_3,3,77.88,77.88,0,2025-05-08,paid_off
