customer_id,signup_at,region,risk_band,credit_limit_usd,status,is_confirmed_fraud
645,2026-05-01,NA,A,4550,defaulted,False
646,2025-12-30,NA,B,3900,active,False
647,2026-04-15,NA,B,3100,active,False
648,2025-02-19,APAC,B,3050,active,False
649,2025-04-05,APAC,A,3450,active,False
650,2025-04-04,NA,C,2400,defaulted,False
651,2025-02-07,NA,A,5550,active,False
652,2025-07-17,NA,A,4600,active,False
653,2025-02-28,NA,B,2800,active,True
654,2025-03-18,EU,B,3100,active,False
655,2025-07-10,APAC,D,1500,active,False
656,2025-09-14,NA,B,2550,active,False
657,2025-12-28,LATAM,C,2250,active,False
658,2025-09-16,NA,E,500,defaulted,False
659,2025-04-26,EU,E,700,active,False
660,2025-02-01,NA,B,3700,active,False
661,2025-08-01,APAC,A,5200,active,False
662,2025-10-02,APAC,A,3150,active,False
663,2025-07-11,EU,A,5350,active,False
664,2026-01-29,EU,C,2750,active,False
665,2025-11-15,NA,B,4150,active,False
666,2025-12-06,NA,B,2350,active,False
667,2026-03-07,EU,D,1100,active,False
668,2025-01-07,EU,C,1550,defaulted,False
669,2026-04-26,APAC,C,1850,defaulted,False
670,2025-03-22,NA,A,5150,active,False
671,2025-11-27,NA,D,1200,active,False
672,2025-11-01,NA,D,1550,active,False
673,2025-10-21,NA,B,2700,active,False
674,2025-06-08,APAC,A,3000,active,False
675,2025-06-29,APAC,E,550,active,False
676,2025-06-28,APAC,D,1500,defaulted,False
677,2025-02-12,EU,A,4500,active,False
678,2025-05-26,EU,C,1550,defaulted,False
679,2025-05-26,APAC,C,2600,active,False
680,2025-11-14,LATAM,C,1450,active,False
681,2025-07-14,NA,B,3250,active,False
682,2026-02-16,APAC,B,4100,active,False
683,2025-07-02,NA,D,1650,defaulted,False
684,2025-04-21,EU,D,1400,active,False
685,2025-11-25,NA,C,2200,defaulted,False
686,2025-01-16,APAC,B,3200,active,False
687,2026-03-22,NA,D,850,active,False
688,2025-01-26,EU,B,3600,active,False
689,2025-12-14,LATAM,B,2700,active,False
690,2026-02-22,EU,B,2650,active,False
691,2026-04-11,NA,B,2400,active,False
692,2026-04-07,APAC,A,3250,active,False
693,2026-04-14,EU,A,5300,active,False
694,2025-11-08,NA,B,2950,active,False
695,2025-09-09,NA,A,5450,active,False
696,2025-03-05,APAC,C,2050,active,False
697,2026-04-05,NA,E,850,active,False
698,2025-10-26,APAC,C,1750,defaulted,False
699,2025-11-13,NA,B,2350,active,False
700,2025-04-13,NA,C,1600,defaulted,True
701,2026-05-08,NA,D,1600,active,False
702,2025-06-20,EU,B,4000,active,False
703,2026-03-03,EU,B,3700,active,False
704,2025-06-19,EU,C,2650,active,False
705,2025-08-13,NA,A,3550,active,False
706,2025-01-06,NA,B,3650,active,False
707,2026-03-31,EU,A,5300,active,False
708,2025-07-18,EU,E,950,defaulted,False
709,2025-03-04,NA,B,3300,defaulted,False
710,2025-08-24,NA,D,1300,active,False
711,2025-06-22,LATAM,E,500,active,False
712,2025-10-20,NA,B,2350,active,False
713,2025-02-22,NA,B,4000,active,False
714,2026-01-14,NA,C,2750,active,False
715,2026-03-30,EU,E,550,active,False
716,2025-01-19,NA,B,2600,active,False
717,2026-03-12,NA,B,2800,active,False
718,2026-05-17,NA,C,2450,active,False
719,2025-08-02,EU,A,4800,active,False
720,2025-03-05,NA,A,3850,active,False
721,2026-01-31,APAC,C,2300,active,False
722,2025-12-04,NA,B,2600,active,False
723,2025-11-15,NA,C,1800,active,False
724,2026-05-19,NA,C,2200,active,False
725,2025-02-15,NA,B,3650,active,False
726,2025-06-10,EU,C,2100,active,False
727,2025-11-18,APAC,A,3250,active,False
728,2025-12-08,NA,C,1950,active,False
729,2025-03-14,EU,B,3900,active,False
730,2025-03-20,EU,E,850,active,False
731,2025-02-19,NA,A,4350,active,False
732,2025-06-15,LATAM,B,2750,active,False
733,2025-06-15,EU,A,4800,active,False
734,2026-03-08,NA,B,2650,active,False
735,2025-09-15,APAC,D,1300,active,False
736,2026-01-07,NA,C,1950,active,False
737,2025-01-24,EU,B,3950,active,False
738,2026-04-23,NA,E,450,active,False
739,2025-03-16,NA,C,2100,defaulted,False
740,2026-05-19,NA,C,1550,active,False
741,2025-08-09,NA,C,1850,active,False
742,2025-01-12,NA,C,2650,active,False
743,2026-04-17,NA,B,2500,active,False
744,2025-03-10,APAC,B,2500,active,False
745,2026-03-16,LATAM,D,800,active,False
746,2026-03-30,NA,C,1950,active,False
747,2025-10-02,NA,C,2400,active,False
748,2025-09-24,APAC,C,2700,active,False
749,2026-04-05,APAC,B,3500,defaulted,False
750,2025-10-30,NA,C,1900,active,False
751,2026-03-16,NA,D,1000,active,False
752,2025-06-24,NA,B,4000,active,False
753,2025-02-13,APAC,B,3950,active,False
754,2026-01-26,NA,C,1450,active,False
755,2026-01-05,EU,B,2550,active,False
756,2025-04-11,NA,A,5150,active,False
757,2025-09-14,NA,A,5200,active,False
758,2026-05-11,NA,A,2800,active,False
759,2025-12-10,EU,B,3800,defaulted,False
760,2025-06-18,EU,D,1350,defaulted,False
761,2026-05-02,NA,C,2550,active,False
762,2025-04-23,EU,B,2250,defaulted,False
763,2025-11-06,APAC,E,550,defaulted,False
764,2025-04-10,EU,C,2150,active,False
765,2026-03-19,NA,B,2450,active,False
766,2025-10-07,EU,C,2450,active,False
767,2025-07-19,NA,A,5500,active,False
768,2025-01-09,EU,A,4450,active,False
769,2025-03-12,EU,C,2550,active,False
770,2025-08-31,LATAM,C,1450,active,False
771,2026-04-25,EU,B,2650,active,True
772,2025-08-28,NA,A,3250,active,False
773,2025-10-12,NA,A,5350,active,False
774,2025-11-20,EU,B,3600,active,False
775,2025-12-04,NA,A,3950,active,False
776,2025-09-05,EU,B,2700,active,False
777,2025-12-14,NA,C,2600,active,False
778,2026-03-20,NA,A,3800,active,False
779,2025-05-20,EU,E,550,active,False
780,2025-03-16,APAC,A,3350,active,False
781,2025-09-10,EU,B,3550,defaulted,False
782,2025-01-28,APAC,B,2250,active,False
783,2026-02-18,EU,B,2150,active,False
784,2026-01-13,NA,A,3000,active,False
785,2025-07-06,NA,E,600,active,False
786,2025-03-19,EU,C,1550,active,False
787,2025-12-16,NA,B,3950,active,False
788,2025-08-28,NA,A,3050,active,False
789,2025-10-06,NA,B,2100,active,False
790,2025-03-16,NA,B,2500,active,False
791,2025-11-13,NA,B,2100,active,False
792,2025-01-29,EU,A,3750,active,False
793,2025-07-18,EU,A,3850,active,False
794,2026-02-14,APAC,B,2200,active,False
795,2026-01-30,NA,C,2250,active,False
796,2025-07-05,APAC,B,2200,active,False
797,2025-02-05,EU,D,1350,active,False
798,2025-11-16,NA,B,4050,active,False
799,2025-01-18,EU,B,3800,defaulted,False
800,2025-02-09,EU,C,2200,active,False
801,2026-04-17,APAC,A,3800,active,False
802,2025-08-11,APAC,C,2300,defaulted,False
803,2025-11-19,NA,D,1250,active,False
804,2025-06-24,NA,C,2750,active,False
805,2026-03-15,APAC,B,3200,active,False
806,2025-09-17,NA,B,2200,defaulted,False
807,2026-03-24,NA,B,3550,active,False
808,2025-09-15,APAC,B,3200,active,False
809,2026-03-17,EU,C,2500,active,False
810,2025-06-30,NA,B,2650,active,False
811,2025-09-04,NA,B,4150,active,False
812,2025-05-05,LATAM,C,2450,active,False
813,2025-07-12,APAC,B,2300,active,False
814,2025-10-09,APAC,E,900,defaulted,False
815,2026-04-12,NA,E,900,active,False
816,2025-05-08,NA,E,950,defaulted,False
817,2025-08-11,EU,B,2800,active,False
818,2025-09-06,EU,B,3850,active,False
819,2026-03-11,APAC,D,950,active,False
820,2025-01-22,LATAM,B,3500,active,False
821,2025-07-22,EU,B,3400,active,False
822,2025-03-29,APAC,B,2950,active,False
823,2025-12-25,NA,C,2750,active,False
824,2025-01-11,EU,B,2500,active,False
825,2025-12-08,EU,E,650,active,False
826,2025-12-19,APAC,C,1400,active,False
827,2025-02-02,APAC,A,4950,active,False
828,2025-10-29,EU,C,2650,active,False
829,2026-05-10,EU,B,3650,active,False
830,2025-09-20,NA,B,3550,active,False
831,2026-01-27,NA,D,850,active,False
832,2026-03-23,EU,A,3450,active,False
833,2026-01-22,EU,B,3950,active,False
834,2025-09-11,NA,D,1000,active,False
835,2026-04-07,NA,D,1000,active,False
836,2025-08-15,APAC,B,3200,active,False
837,2026-05-07,EU,A,3150,active,False
838,2025-08-28,APAC,A,3300,active,False
839,2026-01-27,NA,A,5100,active,False
840,2025-08-29,LATAM,B,4050,active,False
841,2025-04-14,NA,A,2850,active,False
842,2026-03-14,NA,C,1950,active,False
843,2026-01-24,NA,B,3650,active,False
844,2026-04-01,NA,B,3900,active,False
845,2026-02-28,NA,A,4600,active,False
846,2026-02-18,EU,A,5250,active,False
847,2025-06-17,EU,C,2350,active,False
848,2025-11-18,NA,E,550,active,False
849,2025-06-28,NA,B,2850,active,False
850,2025-06-18,EU,C,2400,active,False
851,2025-05-07,LATAM,B,2100,defaulted,False
852,2025-03-27,EU,A,4650,active,False
853,2026-01-21,NA,C,2050,active,False
854,2026-03-01,APAC,C,1550,active,False
855,2025-06-10,APAC,C,1400,active,False
856,2025-02-27,NA,B,4150,active,False
857,2025-08-24,LATAM,D,1550,active,False
858,2025-10-24,NA,A,4550,active,False
859,2025-05-19,LATAM,B,3050,active,False
860,2025-10-09,EU,C,2750,active,False
861,2025-02-13,APAC,B,3950,active,False
862,2025-08-07,NA,D,1600,active,False
863,2026-03-01,NA,B,3150,defaulted,False
864,2025-01-12,NA,A,3300,active,False
865,2025-04-20,EU,D,1600,defaulted,False
866,2025-07-26,EU,A,4000,active,False
867,2026-03-07,NA,E,600,active,False
868,2025-04-30,EU,D,900,active,False
869,2025-11-18,APAC,A,5250,active,False
870,2025-01-01,EU,B,2400,defaulted,False
871,2025-08-04,NA,C,1400,active,False
872,2025-06-18,APAC,C,2150,active,False
873,2025-10-22,EU,B,2550,active,False
874,2025-02-01,NA,B,2750,active,False
875,2026-03-23,EU,A,3100,active,False
876,2026-05-08,EU,A,3150,active,False
877,2025-02-17,NA,A,4850,active,False
878,2025-12-04,NA,A,4600,active,False
879,2025-05-25,APAC,C,2250,active,False
880,2025-06-24,EU,B,2400,active,False
881,2025-05-27,NA,B,3750,active,False
882,2026-04-06,EU,B,2500,active,False
883,2026-04-05,NA,C,2400,defaulted,False
884,2025-05-24,NA,C,1700,active,False
885,2026-03-18,NA,B,3350,active,False
886,2025-04-28,EU,A,5500,active,False
887,2025-03-25,APAC,C,1600,active,False
888,2026-04-25,APAC,A,3300,active,False
889,2025-12-22,NA,B,3400,active,False
890,2026-02-03,LATAM,E,700,active,False
891,2025-01-01,NA,B,4000,active,False
892,2025-10-26,EU,A,3550,active,False
893,2026-02-07,NA,A,3400,active,False
894,2025-12-07,APAC,A,4100,active,False
895,2026-03-31,LATAM,D,1200,active,False
896,2026-05-20,NA,B,2350,active,False
897,2026-05-25,APAC,A,3000,active,False
898,2025-08-28,NA,B,2350,active,False
899,2025-02-23,NA,A,5250,active,False
900,2026-01-31,NA,C,2250,active,False
901,2025-05-01,LATAM,B,3450,defaulted,False
902,2026-01-14,APAC,E,550,defaulted,False
903,2025-09-07,NA,A,4200,active,False
904,2025-12-19,APAC,B,4150,active,False
905,2025-06-30,NA,B,2950,active,False
906,2025-01-22,APAC,B,3600,active,False
907,2025-11-28,NA,B,3150,active,False
908,2025-05-02,APAC,B,3900,active,False
909,2025-12-06,NA,C,2100,active,False
910,2025-06-28,NA,C,2300,active,False
911,2025-09-03,APAC,D,1050,active,False
912,2025-12-14,APAC,D,1650,active,False
913,2025-11-28,NA,C,2500,active,False
914,2026-03-01,NA,B,2250,active,False
915,2025-09-02,NA,A,3000,active,False
916,2025-01-07,NA,A,2850,active,False
917,2025-06-25,EU,C,2000,defaulted,False
918,2025-04-19,EU,B,3850,active,False
919,2026-03-01,EU,C,1900,active,False
920,2025-05-29,NA,C,2300,active,False
921,2026-01-27,EU,B,2350,active,False
922,2025-06-01,NA,C,1950,active,False
923,2025-07-20,NA,B,3850,active,False
924,2025-04-06,NA,B,3450,active,False
925,2025-07-07,NA,A,3450,active,False
926,2025-02-07,NA,C,1750,active,False
927,2025-06-08,EU,C,1550,defaulted,False
928,2025-02-25,APAC,B,3500,active,False
929,2026-05-07,APAC,C,2650,active,False
930,2025-07-12,NA,B,3150,active,False
931,2025-06-05,APAC,A,3400,active,False
932,2026-01-17,EU,B,2200,active,False
933,2025-12-29,NA,C,2500,active,False
934,2025-07-16,APAC,A,3350,active,False
935,2025-01-21,EU,B,3200,active,False
936,2025-09-14,LATAM,E,700,active,False
937,2025-06-08,APAC,A,5300,active,False
938,2025-10-27,NA,C,2500,defaulted,False
939,2025-09-07,NA,B,2650,active,False
940,2025-06-30,APAC,A,3800,active,False
941,2026-04-22,EU,E,850,active,False
942,2025-02-03,LATAM,B,3650,active,False
943,2025-02-10,NA,C,2350,active,False
944,2026-01-04,NA,B,2100,active,False
945,2025-07-28,EU,C,2650,active,False
946,2026-01-30,NA,A,4300,active,False
947,2025-12-06,NA,C,2150,active,False
948,2025-11-17,NA,B,2450,active,False
949,2025-09-25,EU,D,1100,active,False
950,2025-10-19,APAC,E,900,defaulted,False
951,2025-05-07,LATAM,D,1050,active,False
952,2025-03-07,NA,A,4250,active,False
953,2025-02-17,NA,A,5450,active,False
954,2025-10-26,NA,B,2950,active,False
955,2025-01-06,NA,A,4250,active,False
956,2025-01-17,EU,B,3750,active,False
957,2025-04-22,EU,C,1700,active,False
958,2026-02-15,NA,C,2000,active,False
959,2026-03-15,NA,D,1200,active,False
960,2025-04-17,NA,E,500,active,False
961,2025-02-01,NA,B,2950,active,False
962,2025-04-15,LATAM,C,1600,active,False
963,2025-06-03,EU,D,1350,defaulted,False
964,2025-10-31,NA,C,1700,active,False
965,2025-09-15,NA,A,3200,active,False
966,2025-12-29,NA,A,4500,active,True
967,2025-08-24,NA,B,2500,active,False
968,2026-05-05,NA,E,700,active,False
969,2026-05-05,NA,C,2100,active,False
970,2025-09-18,EU,B,2900,active,False
971,2026-05-13,NA,E,750,active,False
972,2026-02-11,APAC,B,2800,active,False
973,2026-03-09,NA,B,3650,active,False
974,2026-03-21,EU,B,3250,defaulted,False
975,2025-08-21,NA,D,900,defaulted,False
976,2025-02-05,EU,B,3850,active,False
977,2025-08-19,APAC,B,2550,active,False
978,2026-04-23,EU,B,3050,active,False
979,2025-07-23,EU,A,5150,active,False
980,2025-10-03,EU,B,2900,active,False
981,2025-07-17,NA,A,4250,active,False
982,2025-10-31,EU,B,3500,active,False
983,2026-03-02,EU,C,2150,active,False
984,2025-03-25,NA,D,1100,defaulted,False
985,2025-07-15,NA,C,1600,active,False
986,2026-01-03,NA,D,1200,defaulted,False
987,2026-03-12,EU,B,4050,active,False
988,2025-09-05,EU,C,2750,active,False
989,2026-03-22,LATAM,B,3200,active,False
990,2025-12-11,EU,E,800,active,False
991,2025-12-08,NA,A,5100,active,False
992,2025-08-28,EU,E,750,active,False
993,2025-02-21,LATAM,D,1050,active,False
994,2025-07-03,NA,B,3200,active,False
995,2025-11-10,NA,E,800,active,False
996,2026-04-13,NA,B,2100,active,False
997,2025-03-17,APAC,A,2900,active,False
998,2025-09-19,APAC,A,4700,active,False
999,2025-10-11,APAC,C,1450,active,False
1000,2026-03-08,APAC,B,3250,active,False
1001,2026-03-21,APAC,C,2100,active,False
1002,2026-05-14,EU,C,2450,active,False
1003,2025-12-03,NA,A,3650,active,False
1004,2025-03-26,APAC,D,900,defaulted,False
1005,2026-04-11,EU,B,3250,active,False
1006,2025-02-24,NA,A,4650,active,False
1007,2025-02-11,NA,B,2100,defaulted,False
1008,2026-03-12,EU,B,3200,active,False
1009,2025-10-28,NA,A,3500,active,False
1010,2025-01-24,EU,C,1800,active,False
1011,2025-06-11,LATAM,C,1600,active,False
1012,2025-03-05,NA,B,2150,active,False
1013,2025-04-29,NA,B,3500,active,False
1014,2025-08-21,EU,B,4100,active,False
1015,2025-01-29,EU,E,650,defaulted,False
1016,2025-07-16,NA,D,1150,active,False
1017,2025-08-17,APAC,B,2750,active,False
1018,2025-02-12,NA,A,4150,active,False
1019,2025-11-18,EU,C,2650,active,False
1020,2026-02-18,NA,B,2750,active,False
1021,2025-05-10,NA,B,3800,active,False
1022,2025-03-28,NA,C,1700,active,False
1023,2025-04-25,EU,C,1800,active,False
1024,2026-03-22,EU,C,2200,active,False
1025,2025-01-02,NA,D,850,active,False
1026,2026-05-23,NA,A,4000,active,False
1027,2025-03-04,NA,B,3950,active,False
1028,2025-05-20,NA,C,1850,defaulted,False
1029,2025-05-12,APAC,A,5300,active,False
1030,2025-06-30,EU,C,2000,active,False
1031,2026-03-09,LATAM,D,900,active,False
1032,2025-05-01,EU,C,2300,active,False
1033,2025-02-05,NA,D,1250,active,False
1034,2025-04-25,EU,C,2100,active,False
1035,2025-12-14,EU,D,1250,defaulted,False
1036,2025-06-04,NA,C,2050,active,False
1037,2025-09-10,NA,C,1850,active,False
1038,2025-04-14,NA,C,2350,active,False
1039,2026-04-24,NA,B,2350,active,False
1040,2025-10-02,NA,B,2250,active,False
1041,2026-01-15,NA,A,3050,active,False
1042,2025-06-03,LATAM,B,3050,active,False
1043,2026-03-29,NA,C,2250,active,False
1044,2025-11-27,NA,B,2500,active,False
1045,2026-04-27,NA,B,3400,active,False
1046,2025-02-12,NA,B,2450,defaulted,False
1047,2025-01-05,NA,C,2200,active,False
1048,2025-06-13,NA,A,5000,active,False
1049,2026-03-24,NA,B,3100,active,False
1050,2025-06-14,NA,A,4000,active,False
1051,2025-09-27,NA,C,2400,defaulted,False
1052,2026-04-28,NA,C,2350,active,False
1053,2025-06-13,NA,A,4900,active,False
1054,2025-06-07,NA,B,2650,active,False
1055,2025-04-11,EU,D,1500,defaulted,False
1056,2025-10-24,NA,B,4050,defaulted,False
1057,2025-11-08,NA,A,3350,active,False
1058,2026-01-30,EU,C,1700,active,False
1059,2025-04-07,EU,A,3500,active,False
1060,2025-10-26,NA,A,4950,active,False
1061,2025-08-07,NA,A,5150,active,False
1062,2025-12-26,APAC,B,3450,active,False
1063,2026-04-02,NA,D,900,active,False
1064,2025-12-01,EU,C,2500,active,False
1065,2025-08-04,LATAM,C,2100,active,False
1066,2025-01-05,NA,D,1600,defaulted,False
1067,2025-02-12,NA,C,2300,active,False
1068,2026-04-13,NA,D,1550,active,False
1069,2026-02-20,APAC,D,1450,active,False
1070,2025-12-12,EU,C,1800,active,False
1071,2026-03-28,EU,A,5450,active,False
1072,2025-03-14,LATAM,D,1350,defaulted,False
1073,2025-01-24,EU,B,3500,defaulted,False
1074,2026-03-05,NA,E,950,active,False
1075,2025-01-07,NA,B,3400,active,False
1076,2026-05-04,EU,A,5250,active,False
1077,2025-03-19,LATAM,D,1200,defaulted,False
1078,2025-10-07,EU,B,2650,active,False
1079,2025-10-18,EU,D,1050,active,False
1080,2025-04-30,NA,D,1400,active,False
1081,2025-06-15,EU,B,3800,active,False
1082,2025-07-02,EU,C,2550,active,False
1083,2026-01-27,APAC,A,4050,active,False
1084,2025-03-11,APAC,D,900,active,False
1085,2026-03-25,EU,B,3900,active,False
1086,2026-01-21,EU,A,3000,active,False
1087,2025-04-24,NA,D,850,defaulted,False
1088,2025-10-09,APAC,E,650,defaulted,False
1089,2026-04-15,EU,E,750,active,False
1090,2025-03-09,NA,B,3500,active,False
1091,2025-03-25,EU,E,550,active,False
1092,2025-02-18,APAC,C,1450,defaulted,False
1093,2025-07-30,LATAM,B,2650,active,False
1094,2025-01-12,APAC,C,1950,defaulted,False
1095,2025-01-01,NA,D,1050,active,False
1096,2025-12-12,NA,B,2900,active,False
1097,2025-01-13,NA,B,2600,active,False
1098,2025-05-18,NA,A,5400,active,False
1099,2025-04-10,NA,D,1450,defaulted,False
1100,2025-12-11,EU,E,600,defaulted,False
1101,2025-08-23,NA,D,1150,active,False
1102,2025-07-01,NA,B,2750,active,False
1103,2025-10-22,APAC,C,2250,active,False
1104,2025-08-27,NA,C,1700,active,False
1105,2025-06-04,NA,E,700,defaulted,False
1106,2025-11-11,APAC,B,2900,active,False
1107,2025-05-28,NA,D,1450,active,False
1108,2025-10-14,NA,A,4600,active,False
1109,2025-09-01,NA,A,4750,active,False
1110,2025-05-25,EU,D,900,defaulted,False
1111,2025-01-19,APAC,B,3250,active,False
1112,2025-11-08,EU,C,2700,active,False
1113,2026-02-16,EU,C,2400,active,False
1114,2026-03-21,NA,D,800,active,False
1115,2025-07-24,NA,B,4150,active,False
1116,2025-11-19,EU,B,3900,active,False
1117,2025-12-01,NA,B,3400,active,False
1118,2025-08-31,EU,B,2400,defaulted,False
1119,2026-01-09,EU,C,2650,active,False
1120,2025-01-28,LATAM,A,5350,active,False
1121,2025-07-19,LATAM,E,850,defaulted,False
1122,2026-01-04,APAC,B,2600,active,False
1123,2025-09-15,LATAM,D,1250,defaulted,False
1124,2025-05-05,NA,D,1000,defaulted,False
1125,2025-07-09,NA,A,3400,active,False
1126,2026-02-06,NA,A,5000,active,False
1127,2025-06-30,EU,B,3000,defaulted,False
1128,2026-01-22,EU,B,2250,active,False
1129,2026-02-11,EU,B,3000,active,False
1130,2025-06-13,APAC,B,2950,defaulted,False
1131,2025-01-29,EU,A,4000,active,False
1132,2025-07-26,EU,C,1800,active,False
1133,2025-08-31,EU,B,3650,active,False
1134,2025-03-20,NA,C,2500,active,False
1135,2025-08-03,LATAM,B,4150,active,False
1136,2026-05-07,EU,B,2150,active,False
1137,2026-03-25,APAC,B,2450,active,False
1138,2026-03-02,EU,C,1650,active,False
1139,2026-05-30,APAC,B,3450,active,False
1140,2025-07-02,NA,B,3750,active,False
1141,2025-04-01,APAC,B,2950,active,False
1142,2025-10-01,NA,A,3050,active,False
1143,2026-05-24,NA,C,1750,active,False
1144,2026-02-13,NA,B,2450,active,False
1145,2025-09-24,LATAM,B,3600,active,False
1146,2025-11-17,APAC,A,5350,active,False
1147,2026-01-17,LATAM,B,2850,active,False
1148,2026-03-04,NA,C,1450,active,False
1149,2025-03-30,LATAM,C,1750,active,False
1150,2026-05-29,EU,D,1150,active,False
1151,2025-05-13,EU,A,5450,active,False
1152,2026-05-27,NA,D,1200,active,False
1153,2025-05-07,NA,E,550,active,False
1154,2025-02-08,APAC,C,2550,active,False
1155,2025-12-17,NA,B,2200,active,False
1156,2025-01-01,LATAM,A,3250,active,False
1157,2026-05-29,NA,B,2950,active,False
1158,2026-05-11,EU,D,1350,active,False
1159,2025-10-31,APAC,B,3450,defaulted,False
1160,2025-05-19,NA,A,5150,active,False
1161,2025-03-02,APAC,E,500,defaulted,False
1162,2025-01-22,EU,A,5050,active,False
1163,2025-10-19,NA,E,700,active,False
1164,2026-02-09,NA,B,3000,active,False
1165,2025-04-02,NA,B,2150,defaulted,False
1166,2025-12-19,NA,B,2400,active,False
1167,2026-03-11,LATAM,A,3300,active,False
1168,2025-01-08,LATAM,B,3700,active,False
1169,2025-11-28,EU,B,2100,active,False
1170,2026-04-16,EU,A,4650,active,False
1171,2025-03-21,NA,A,3450,active,False
1172,2026-02-26,EU,B,3950,active,False
1173,2025-02-09,NA,D,1150,active,False
1174,2026-01-25,APAC,B,3850,active,False
1175,2026-05-31,EU,D,1100,active,False
1176,2026-01-25,EU,C,2350,active,False
1177,2025-02-12,NA,D,850,defaulted,False
1178,2026-04-16,LATAM,C,2600,active,False
1179,2026-05-29,APAC,D,1400,active,False
1180,2026-04-26,LATAM,D,1050,active,False
1181,2025-03-19,NA,A,5250,active,False
1182,2025-05-16,APAC,B,2950,active,False
1183,2025-01-26,EU,C,2400,active,False
1184,2025-11-10,EU,E,550,active,False
1185,2025-12-22,NA,A,4600,active,False
1186,2025-03-15,NA,B,2950,active,False
1187,2025-02-16,NA,A,3700,active,False
1188,2025-09-07,EU,D,1100,active,False
1189,2026-04-13,NA,A,4350,active,False
1190,2026-02-24,NA,B,2350,active,False
1191,2025-01-04,EU,C,2600,active,False
1192,2025-02-07,NA,B,3500,active,False
1193,2025-05-01,EU,B,3350,active,False
1194,2025-03-05,LATAM,C,1650,active,False
1195,2025-07-18,NA,D,1600,active,False
1196,2026-04-21,EU,A,3500,active,False
1197,2026-02-18,LATAM,D,1300,active,False
1198,2025-02-07,EU,D,1550,active,False
1199,2026-05-14,EU,D,1050,active,False
1200,2026-02-08,EU,D,1250,active,False
1201,2025-06-26,NA,C,2250,active,False
1202,2026-03-03,NA,C,1500,active,False
1203,2025-11-25,APAC,E,850,defaulted,False
1204,2025-08-03,EU,C,2650,active,False
1205,2025-02-15,NA,D,1550,active,False
1206,2025-03-21,NA,B,2250,active,False
1207,2026-01-14,EU,A,4200,active,False
1208,2025-08-12,EU,A,5150,active,False
1209,2025-12-24,APAC,D,800,active,False
1210,2025-03-08,NA,B,4050,active,False
1211,2026-01-09,NA,D,1150,active,False
1212,2025-01-13,EU,B,3450,defaulted,False
1213,2025-05-05,NA,D,1450,defaulted,False
1214,2025-12-25,NA,A,3050,active,False
1215,2025-04-18,NA,B,3200,active,False
1216,2026-03-24,NA,A,5350,active,False
1217,2025-12-20,APAC,B,2900,active,False
1218,2025-06-22,NA,D,950,active,False
1219,2025-08-12,EU,D,900,active,False
1220,2025-03-04,NA,B,4000,active,False
1221,2025-11-20,EU,C,1700,defaulted,False
1222,2025-12-29,EU,A,3300,active,False
1223,2026-05-31,NA,D,1400,active,False
1224,2025-06-27,APAC,A,4900,active,False
1225,2025-01-08,EU,B,2800,active,False
1226,2025-12-23,EU,B,3550,active,False
1227,2026-03-20,LATAM,D,1200,active,False
1228,2025-10-30,LATAM,B,3800,active,False
1229,2025-07-02,NA,E,650,active,False
1230,2026-01-23,NA,E,850,active,False
1231,2025-03-22,EU,A,5150,active,False
1232,2025-09-22,LATAM,C,2050,active,False
1233,2025-03-07,NA,E,800,defaulted,False
1234,2025-05-11,EU,E,900,active,False
1235,2025-05-07,LATAM,C,2650,active,False
1236,2025-11-23,NA,B,3550,active,False
1237,2025-04-10,NA,D,1600,defaulted,False
1238,2025-03-07,NA,A,5350,active,False
1239,2026-04-23,NA,B,3600,active,False
1240,2025-11-02,APAC,D,1300,defaulted,False
1241,2026-03-10,APAC,B,2550,active,False
1242,2025-02-18,APAC,B,4050,active,False
1243,2025-07-11,EU,A,5200,active,False
1244,2025-05-01,LATAM,A,4250,active,False
1245,2026-01-11,NA,A,3850,active,False
1246,2025-07-30,LATAM,A,3800,active,False
1247,2025-02-22,APAC,B,2400,active,False
1248,2025-09-06,APAC,B,2100,active,False
1249,2025-03-16,NA,B,3850,active,False
1250,2025-09-16,NA,C,1550,active,False
1251,2026-05-18,NA,D,1100,active,False
1252,2026-01-13,APAC,C,1500,active,False
1253,2025-10-04,LATAM,C,1900,active,False
1254,2025-06-26,EU,B,3350,active,False
1255,2025-12-09,EU,B,2650,active,False
1256,2025-12-24,NA,A,2850,active,False
1257,2025-07-09,EU,C,1550,active,False
1258,2025-05-23,APAC,B,3400,active,False
1259,2026-05-18,APAC,A,5500,active,False
1260,2025-04-25,NA,B,2350,active,False
1261,2025-12-04,EU,A,4600,active,False
1262,2026-03-27,NA,B,3250,active,False
1263,2025-12-15,NA,E,750,active,False
1264,2025-03-06,LATAM,D,1550,active,False
1265,2025-08-28,NA,C,2100,active,False
1266,2026-01-12,NA,B,3850,active,False
1267,2025-10-26,EU,B,4050,active,False
1268,2025-07-17,EU,C,2000,active,False
1269,2025-03-06,APAC,B,2650,active,False
1270,2026-02-02,LATAM,C,1800,active,False
1271,2026-05-13,NA,B,2100,active,False
1272,2026-03-09,APAC,C,2100,active,False
1273,2025-05-18,NA,B,2700,active,False
1274,2025-05-23,EU,C,1700,defaulted,False
1275,2026-05-19,EU,B,2150,active,False
1276,2025-08-23,LATAM,A,4900,active,False
